  Time                 , V(VOUT)              
  8.863340749931e-003  ,7.115099579096e-002  
  8.873341360283e-003  ,6.701432168484e-002  
  8.883341970634e-003  ,6.237160414457e-002  
  8.893342580986e-003  ,5.753511935472e-002  
  8.903343191337e-003  ,5.248995870352e-002  
  8.913343801689e-003  ,4.724462330341e-002  
  8.923344412041e-003  ,4.181479290128e-002  
  8.933345022392e-003  ,3.622091934085e-002  
  8.943345632744e-003  ,3.048336692154e-002  
  8.953346243095e-003  ,2.449692040682e-002  
  8.963346853447e-003  ,1.877909153700e-002  
  8.973347463798e-003  ,1.249822787941e-002  
  8.983348074150e-003  ,6.434504874051e-003  
  8.993348684501e-003  ,1.317683490925e-004  
  9.003349294853e-003  ,-5.746531765908e-003  
  9.013349905205e-003  ,-1.227615028620e-002  
  9.023350515556e-003  ,-1.801783777773e-002  
  9.033351125908e-003  ,-2.443179301918e-002  
  9.043351736259e-003  ,-3.018407151103e-002  
  9.053352346611e-003  ,-3.610287234187e-002  
  9.063352956962e-003  ,-4.170935228467e-002  
  9.073353567314e-003  ,-4.740913584828e-002  
  9.083354177666e-003  ,-5.249159410596e-002  
  9.093354788017e-003  ,-5.800480023026e-002  
  9.103355398369e-003  ,-6.261257827282e-002  
  9.113356008720e-003  ,-6.745398789644e-002  
  9.123356619072e-003  ,-7.182449847460e-002  
  9.133357229423e-003  ,-7.608564943075e-002  
  9.143357839775e-003  ,-7.977283746004e-002  
  9.153358450126e-003  ,-8.343143016100e-002  
  9.163359060478e-003  ,-8.649896830320e-002  
  9.173359670830e-003  ,-8.938426524401e-002  
  9.183360281181e-003  ,-9.184306859970e-002  
  9.193360891533e-003  ,-9.395653754473e-002  
  9.203361501884e-003  ,-9.562832117081e-002  
  9.213362112236e-003  ,-9.703271090984e-002  
  9.223362722587e-003  ,-9.796393662691e-002  
  9.233363332939e-003  ,-9.847673773766e-002  
  9.243363943291e-003  ,-9.860915690660e-002  
  9.253364553642e-003  ,-9.835524111986e-002  
  9.263365163994e-003  ,-9.771969914436e-002  
  9.273365774345e-003  ,-9.670276939869e-002  
  9.283366384697e-003  ,-9.532073885202e-002  
  9.293366995048e-003  ,-9.342377632856e-002  
  9.303367605400e-003  ,-9.128592908382e-002  
  9.313368215751e-003  ,-8.869978785515e-002  
  9.323368826103e-003  ,-8.578243851662e-002  
  9.333369436455e-003  ,-8.253545314074e-002  
  9.343370046806e-003  ,-7.896769791842e-002  
  9.353370657158e-003  ,-7.511962950230e-002  
  9.363371267509e-003  ,-7.076044380665e-002  
  9.373371877861e-003  ,-6.645610928535e-002  
  9.383372488212e-003  ,-6.163990497589e-002  
  9.393373098564e-003  ,-5.663883686066e-002  
  9.403373708916e-003  ,-5.143813043833e-002  
  9.413374319267e-003  ,-4.606761783361e-002  
  9.423374929619e-003  ,-4.033839330077e-002  
  9.433375539970e-003  ,-3.483739867806e-002  
  9.443376150322e-003  ,-2.888253889978e-002  
  9.453376760673e-003  ,-2.273569069803e-002  
  9.463377371025e-003  ,-1.677046529949e-002  
  9.473377981376e-003  ,-1.073163002729e-002  
  9.483378591728e-003  ,-4.535237327218e-003  
  9.493379202080e-003  ,1.639355788939e-003  
  9.503379812431e-003  ,7.790115196258e-003  
  9.513380422783e-003  ,1.390173844993e-002  
  9.523381033134e-003  ,1.993571780622e-002  
  9.533381643486e-003  ,2.589679509401e-002  
  9.543382253837e-003  ,3.176246583462e-002  
  9.553382864189e-003  ,3.749379888177e-002  
  9.563383474541e-003  ,4.308111965656e-002  
  9.573384084892e-003  ,4.849591851234e-002  
  9.583384695244e-003  ,5.372368544340e-002  
  9.593385305595e-003  ,5.870943143964e-002  
  9.603385915947e-003  ,6.334163248539e-002  
  9.613386526298e-003  ,6.803117692471e-002  
  9.623387136650e-003  ,7.213584333658e-002  
  9.633387747001e-003  ,7.612839341164e-002  
  9.643388357353e-003  ,7.969320565462e-002  
  9.653388967705e-003  ,8.319371193647e-002  
  9.663389578056e-003  ,8.612523972988e-002  
  9.673390188408e-003  ,8.884682506323e-002  
  9.683390798759e-003  ,9.116369485855e-002  
  9.693391409111e-003  ,9.310392290354e-002  
  9.703392019462e-003  ,9.476389735937e-002  
  9.713392629814e-003  ,9.606878459454e-002  
  9.723393240166e-003  ,9.691832959652e-002  
  9.733393850517e-003  ,9.739071875811e-002  
  9.743394460869e-003  ,9.751836210489e-002  
  9.753395071220e-003  ,9.727774560452e-002  
  9.763395681572e-003  ,9.668539464474e-002  
  9.773396291923e-003  ,9.573321789503e-002  
  9.783396902275e-003  ,9.443207830191e-002  
  9.793397512626e-003  ,9.277164191008e-002  
  9.803398122978e-003  ,9.054388850927e-002  
  9.813398733330e-003  ,8.820933848619e-002  
  9.823399343681e-003  ,8.538040518761e-002  
  9.833399954033e-003  ,8.233319222927e-002  
  9.843400564384e-003  ,7.897092401981e-002  
  9.853401174736e-003  ,7.523652166128e-002  
  9.863401785087e-003  ,7.111719250679e-002  
  9.873402395439e-003  ,6.683567166328e-002  
  9.883403005791e-003  ,6.224137544632e-002  
  9.893403616142e-003  ,5.762878060341e-002  
  9.903404226494e-003  ,5.227697268128e-002  
  9.913404836845e-003  ,4.730076342821e-002  
  9.923405447197e-003  ,4.173821955919e-002  
  9.933406057548e-003  ,3.605328127742e-002  
  9.943406667900e-003  ,3.033356182277e-002  
  9.953407278251e-003  ,2.456394210458e-002  
  9.963407888603e-003  ,1.852764002979e-002  
  9.973408498955e-003  ,1.245312392712e-002  
  9.983409109306e-003  ,6.335551850498e-003  
  9.993409719658e-003  ,2.181133895647e-004  
  1.000000000000e-002  ,-3.767431480810e-003  
