Vd (pass) X,
-2.541331181009408,5
-2.018542775058202,0
-1.495754369106995,6
-0.9729659631557883,97
-0.4501775572045816,455
0.07261084874662505,376
0.5953992546978317,49
1.118187660649038,6
1.640976066600245,0
2.163764472551452,6
